"vaccine","country_code","country","year","coverage"
"MCV1","MBU","embu",2019,0.850733740346808
"MCV1","MBU","embu",2021,0.876770222428029
"MCV1","GSA","garissa",2025,0.821999144094502
"MCV1","GSA","garissa",2026,0.831999144094502
"MCV1","GSA","garissa",2028,0.851999144094502
"MCV1","GSA","garissa",2014,0.727550402134844
"MCV1","GSA","garissa",2015,0.705702929088968
"MCV1","GSA","garissa",2016,0.701790831388098
"MCV1","GSA","garissa",2017,0.639478806999125
"MCV1","GSA","garissa",2018,0.742592373650807
"MCV1","GSA","garissa",2019,0.7658895025648
"MCV1","GSA","garissa",2029,0.861999144094502
"MCV1","GSA","garissa",2013,0.683545392067544
"MCV1","GSA","garissa",2030,0.871999144094502
"MCV1","GSA","garissa",2024,0.811999144094502
"MCV1","GSA","garissa",2021,0.789316886897623
"MCV1","GSA","garissa",2022,0.80335752120178
"MCV1","GSA","garissa",2027,0.841999144094502
"MCV1","GSA","garissa",2020,0.782077499423969
"MCV1","GSA","garissa",2023,0.801999144094502
"MCV1","HBA","homa bay",2024,0.831288017414481
"MCV1","HBA","homa bay",2017,0.6546915421369
"MCV1","HBA","homa bay",2019,0.784310455808588
"MCV1","HBA","homa bay",2020,0.800872367929547
"MCV1","HBA","homa bay",2021,0.808285746150725
"MCV1","HBA","homa bay",2018,0.760437147617345
"MCV1","HBA","homa bay",2013,0.699985660468452
"MCV1","HBA","homa bay",2014,0.745033496350401
"MCV1","HBA","homa bay",2026,0.851288017414481
"MCV1","HBA","homa bay",2016,0.718654808728579
"MCV1","HBA","homa bay",2030,0.891288017414481
"MCV1","HBA","homa bay",2025,0.841288017414481
"MCV1","HBA","homa bay",2027,0.861288017414481
"MCV1","HBA","homa bay",2029,0.881288017414481
"MCV1","HBA","homa bay",2023,0.821288017414481
"MCV1","HBA","homa bay",2028,0.871288017414481
"MCV1","HBA","homa bay",2015,0.722700227072559
"MCV1","HBA","homa bay",2022,0.82266903853884
"MCV1","ISO","isiolo",2022,0.976581478094346
"MCV1","ISO","isiolo",2023,0.974962143790348
"MCV1","ISO","isiolo",2017,0.777305928456206
"MCV1","ISO","isiolo",2014,0.884441221844892
"MCV1","ISO","isiolo",2016,0.853129883100468
"MCV1","ISO","isiolo",2021,0.95953992682274
"MCV1","ISO","isiolo",2018,0.902725393915928
"MCV1","ISO","isiolo",2027,0.99
"MCV1","ISO","isiolo",2020,0.950739310280508
"MCV1","ISO","isiolo",2029,0.99
"MCV1","ISO","isiolo",2030,0.99
"MCV1","ISO","isiolo",2024,0.984962143790348
"MCV1","ISO","isiolo",2015,0.857909186415624
"MCV1","ISO","isiolo",2028,0.99
"MCV1","ISO","isiolo",2026,0.99
"MCV1","ISO","isiolo",2013,0.830916473205504
"MCV1","ISO","isiolo",2025,0.99
"MCV1","ISO","isiolo",2019,0.931018622977954
"MCV1","KJD","kajiado",2013,0.749021176708254
"MCV1","KJD","kajiado",2030,0.94882019692487
"MCV1","KJD","kajiado",2024,0.88882019692487
"MCV1","KJD","kajiado",2014,0.797218430344967
"MCV1","KJD","kajiado",2018,0.813700171884184
"MCV1","KJD","kajiado",2019,0.839242440938553
"MCV1","KJD","kajiado",2028,0.92882019692487
"MCV1","KJD","kajiado",2026,0.90882019692487
"MCV1","KJD","kajiado",2017,0.700549760285575
"MCV1","KJD","kajiado",2029,0.93882019692487
"MCV1","KJD","kajiado",2021,0.864905095572698
"MCV1","KJD","kajiado",2027,0.91882019692487
"MCV1","KJD","kajiado",2023,0.87882019692487
"MCV1","KJD","kajiado",2016,0.768993206033786
"MCV1","KJD","kajiado",2022,0.880287687716453
"MCV1","KJD","kajiado",2025,0.89882019692487
"MCV1","KJD","kajiado",2020,0.856972422054375
"MCV1","KJD","kajiado",2015,0.773330473756163
"MCV1","KKM","kakamega",2016,0.743116747532444
"MCV1","KKM","kakamega",2030,0.919255811695749
"MCV1","KKM","kakamega",2015,0.747332910659245
"MCV1","KKM","kakamega",2022,0.850662714877559
"MCV1","KKM","kakamega",2028,0.89925581169575
"MCV1","KKM","kakamega",2021,0.835797289169848
"MCV1","KKM","kakamega",2014,0.770392128317806
"MCV1","KKM","kakamega",2029,0.909255811695749
"MCV1","KKM","kakamega",2025,0.86925581169575
"MCV1","KKM","kakamega",2020,0.828131570816975
"MCV1","KKM","kakamega",2026,0.87925581169575
"MCV1","KKM","kakamega",2024,0.85925581169575
"MCV1","KKM","kakamega",2023,0.84925581169575
"MCV1","KKM","kakamega",2027,0.88925581169575
"MCV1","KKM","kakamega",2017,0.67696089375306
"MCV1","KKM","kakamega",2013,0.723823091453042
"MCV1","KKM","kakamega",2018,0.786319262688407
"MCV1","KKM","kakamega",2019,0.810953987475482
"MCV1","KCH","kericho",2030,0.886239231654558
"MCV1","KCH","kericho",2028,0.866239231654558
"MCV1","KCH","kericho",2017,0.650712127723762
"MCV1","KCH","kericho",2024,0.826239231654558
"MCV1","KCH","kericho",2018,0.755770155372533
"MCV1","KCH","kericho",2023,0.816239231654558
"MCV1","KCH","kericho",2026,0.846239231654558
"MCV1","KCH","kericho",2013,0.695682464980775
"MCV1","KCH","kericho",2025,0.836239231654558
"MCV1","KCH","kericho",2027,0.856239231654558
"MCV1","KCH","kericho",2019,0.779501168411296
"MCV1","KCH","kericho",2016,0.71424409735595
"MCV1","KCH","kericho",2020,0.795956466837989
"MCV1","KCH","kericho",2021,0.803324333118795
"MCV1","KCH","kericho",2014,0.740460974133343
"MCV1","KCH","kericho",2029,0.876239231654558
"MCV1","KCH","kericho",2022,0.817617956553056
"MCV1","KCH","kericho",2015,0.718245451455193
"MCV1","KIA","kiambu",2021,0.963055417480047
"MCV1","KIA","kiambu",2030,0.99
"MCV1","KIA","kiambu",2014,0.887691849188493
"MCV1","KIA","kiambu",2015,0.861666636783703
"MCV1","KIA","kiambu",2025,0.99
"MCV1","KIA","kiambu",2022,0.980103927410996
"MCV1","KIA","kiambu",2020,0.954222799237784
"MCV1","KIA","kiambu",2028,0.99
"MCV1","KIA","kiambu",2026,0.99
"MCV1","KIA","kiambu",2027,0.99
"MCV1","KIA","kiambu",2013,0.83427873991191
"MCV1","KIA","kiambu",2029,0.99
"MCV1","KIA","kiambu",2019,0.934083197468225
"MCV1","KIA","kiambu",2016,0.856265531017054
"MCV1","KIA","kiambu",2017,0.779441945653482
"MCV1","KIA","kiambu",2018,0.906042511556427
"MCV1","KIA","kiambu",2024,0.988583266015743
"MCV1","KIA","kiambu",2023,0.978583266015743
"MCV1","KIF","kilifi",2017,0.629654474382234
"MCV1","KIF","kilifi",2028,0.83989724694847
"MCV1","KIF","kilifi",2013,0.67323089719791
"MCV1","KIF","kilifi",2014,0.716552137062766
"MCV1","KIF","kilifi",2015,0.695088882037044
"MCV1","KIF","kilifi",2016,0.691181867863364
"MCV1","KIF","kilifi",2027,0.82989724694847
"MCV1","KIF","kilifi",2029,0.84989724694847
"MCV1","KIF","kilifi",2018,0.731367398134258
"MCV1","KIF","kilifi",2019,0.754325238444989
"MCV1","KIF","kilifi",2020,0.770254608632097
"MCV1","KIF","kilifi",2021,0.77738457942595
"MCV1","KIF","kilifi",2022,0.79122050938779
"MCV1","KIF","kilifi",2024,0.79989724694847
"MCV1","KIF","kilifi",2030,0.85989724694847
"MCV1","KIF","kilifi",2026,0.81989724694847
"MCV1","KIF","kilifi",2025,0.80989724694847
"MCV1","KIF","kilifi",2023,0.78989724694847
"MCV1","KGA","kirinyaga",2014,0.893868778522784
"MCV1","KGA","kirinyaga",2015,0.8670678586115
"MCV1","KGA","kirinyaga",2030,0.99
"MCV1","KGA","kirinyaga",2025,0.99
"MCV1","KGA","kirinyaga",2020,0.960873964859467
"MCV1","KGA","kirinyaga",2016,0.862224300146014
"MCV1","KGA","kirinyaga",2013,0.839826919445116
"MCV1","KGA","kirinyaga",2023,0.985360458648621
"MCV1","KGA","kirinyaga",2027,0.99
"MCV1","KGA","kirinyaga",2021,0.96976839874364
"MCV1","KGA","kirinyaga",2022,0.986993280418132
"MCV1","KGA","kirinyaga",2017,0.785629293683461
"MCV1","KGA","kirinyaga",2024,0.99
"MCV1","KGA","kirinyaga",2018,0.912346951469339
"MCV1","KGA","kirinyaga",2026,0.99
"MCV1","KGA","kirinyaga",2029,0.99
"MCV1","KGA","kirinyaga",2019,0.940961203761609
"MCV1","KGA","kirinyaga",2028,0.99
"MCV1","KIS","kisii",2013,0.693966811033595
"MCV1","KIS","kisii",2020,0.793987362769931
"MCV1","KIS","kisii",2019,0.777569379130188
"MCV1","KIS","kisii",2025,0.834226254247698
"MCV1","KIS","kisii",2021,0.80133700830402
"MCV1","KIS","kisii",2018,0.753900364784575
"MCV1","KIS","kisii",2029,0.874226254247698
"MCV1","KIS","kisii",2024,0.824226254247698
"MCV1","KIS","kisii",2030,0.884226254247698
"MCV1","KIS","kisii",2023,0.814226254247698
"MCV1","KIS","kisii",2026,0.844226254247698
"MCV1","KIS","kisii",2017,0.649064532943613
"MCV1","KIS","kisii",2027,0.854226254247698
"MCV1","KIS","kisii",2014,0.738629024540403
"MCV1","KIS","kisii",2028,0.864226254247698
"MCV1","KIS","kisii",2022,0.815597888259697
"MCV1","KIS","kisii",2015,0.716484063612813
"MCV1","KIS","kisii",2016,0.712476957775625
"MCV1","KSU","kisumu",2023,0.890381807200842
"MCV1","KSU","kisumu",2016,0.779109275994508
"MCV1","KSU","kisumu",2014,0.8077055824708
"MCV1","KSU","kisumu",2015,0.783504880149044
"MCV1","KSU","kisumu",2030,0.960381807200842
"MCV1","KSU","kisumu",2013,0.758875305172203
"MCV1","KSU","kisumu",2029,0.950381807200842
"MCV1","KSU","kisumu",2022,0.891866829224987
"MCV1","KSU","kisumu",2025,0.910381807200842
"MCV1","KSU","kisumu",2017,0.709765614143459
"MCV1","KSU","kisumu",2028,0.940381807200842
"MCV1","KSU","kisumu",2021,0.876283387798447
"MCV1","KSU","kisumu",2024,0.900381807200842
"MCV1","KSU","kisumu",2027,0.930381807200842
"MCV1","KSU","kisumu",2018,0.824403978327348
"MCV1","KSU","kisumu",2026,0.920381807200842
"MCV1","KSU","kisumu",2020,0.868246356201041
"MCV1","KSU","kisumu",2019,0.850281710855886
"MCV1","KTU","kitui",2018,0.746161632515218
"MCV1","KTU","kitui",2023,0.805863292865058
"MCV1","KTU","kitui",2019,0.769590175855191
"MCV1","KTU","kitui",2029,0.865863292865058
"MCV1","KTU","kitui",2017,0.642405488048454
"MCV1","KTU","kitui",2025,0.825863292865058
"MCV1","KTU","kitui",2013,0.686838915658476
"MCV1","KTU","kitui",2030,0.875863292865058
"MCV1","KTU","kitui",2026,0.835863292865058
"MCV1","KTU","kitui",2015,0.709118403573369
"MCV1","KTU","kitui",2027,0.845863292865058
"MCV1","KTU","kitui",2024,0.815863292865058
"MCV1","KTU","kitui",2014,0.731046934069993
"MCV1","KTU","kitui",2028,0.855863292865058
"MCV1","KTU","kitui",2016,0.705163163058603
"MCV1","KTU","kitui",2021,0.793110455284176
"MCV1","KTU","kitui",2020,0.785836264947216
"MCV1","KTU","kitui",2022,0.8072253563484
"MCV1","KLE","kwale",2027,0.838055861522063
"MCV1","KLE","kwale",2014,0.723963716300715
"MCV1","KLE","kwale",2015,0.702249994839622
"MCV1","KLE","kwale",2029,0.858055861522063
"MCV1","KLE","kwale",2030,0.868055861522063
"MCV1","KLE","kwale",2025,0.818055861522063
"MCV1","KLE","kwale",2018,0.738932083574861
"MCV1","KLE","kwale",2024,0.808055861522063
"MCV1","KLE","kwale",2013,0.680184536526598
"MCV1","KLE","kwale",2016,0.698330578280641
"MCV1","KLE","kwale",2017,0.63617948446633
"MCV1","KLE","kwale",2019,0.762133286056258
"MCV1","KLE","kwale",2026,0.828055861522063
"MCV1","KLE","kwale",2020,0.778221703832054
"MCV1","KLE","kwale",2021,0.785425410812516
"MCV1","KLE","kwale",2022,0.799405579436686
"MCV1","KLE","kwale",2028,0.848055861522063
"MCV1","KLE","kwale",2023,0.798055861522063
"MCV1","LKP","laikipia",2018,0.831395925779561
"MCV1","LKP","laikipia",2017,0.715940717836222
"MCV1","LKP","laikipia",2025,0.917921661319166
"MCV1","LKP","laikipia",2019,0.857477534376449
"MCV1","LKP","laikipia",2026,0.927921661319166
"MCV1","LKP","laikipia",2028,0.947921661319166
"MCV1","LKP","laikipia",2027,0.937921661319166
"MCV1","LKP","laikipia",2024,0.907921661319166
"MCV1","LKP","laikipia",2020,0.875611223231024
"MCV1","LKP","laikipia",2021,0.883716415266811
"MCV1","LKP","laikipia",2016,0.785718295012866
"MCV1","LKP","laikipia",2030,0.967921661319166
"MCV1","LKP","laikipia",2013,0.765301559397914
"MCV1","LKP","laikipia",2014,0.814556799878263
"MCV1","LKP","laikipia",2022,0.899423607557484
"MCV1","LKP","laikipia",2023,0.897921661319166
"MCV1","LKP","laikipia",2015,0.790119632984797
"MCV1","LKP","laikipia",2029,0.957921661319166
"MCV1","LMU","lamu",2013,0.695550361190689
"MCV1","LMU","lamu",2014,0.740370125568216
"MCV1","LMU","lamu",2021,0.803225781902431
"MCV1","LMU","lamu",2022,0.817507926221307
"MCV1","LMU","lamu",2023,0.816043741940278
"MCV1","LMU","lamu",2020,0.795858834172038
"MCV1","LMU","lamu",2016,0.714155588869766
"MCV1","LMU","lamu",2017,0.650675871876325
"MCV1","LMU","lamu",2018,0.755677706929712
"MCV1","LMU","lamu",2019,0.779353295012245
"MCV1","LMU","lamu",2028,0.866043741940278
"MCV1","LMU","lamu",2025,0.836043741940278
"MCV1","LMU","lamu",2024,0.826043741940278
"MCV1","LMU","lamu",2030,0.886043741940278
"MCV1","LMU","lamu",2015,0.71795412403716
"MCV1","LMU","lamu",2027,0.856043741940278
"MCV1","LMU","lamu",2026,0.846043741940278
"MCV1","LMU","lamu",2029,0.876043741940278
"MCV1","MCH","machakos",2015,0.839024108400917
"MCV1","MCH","machakos",2014,0.864926424534416
"MCV1","MCH","machakos",2028,0.99
"MCV1","MCH","machakos",2016,0.834305385946902
"MCV1","MCH","machakos",2030,0.99
"MCV1","MCH","machakos",2021,0.938366628847567
"MCV1","MCH","machakos",2025,0.973467208293073
"MCV1","MCH","machakos",2013,0.81264392021401
"MCV1","MCH","machakos",2020,0.929760187576142
"MCV1","MCH","machakos",2026,0.983467208293073
"MCV1","MCH","machakos",2022,0.955045519772528
"MCV1","MCH","machakos",2019,0.910514036903362
"MCV1","MCH","machakos",2024,0.963467208293073
"MCV1","MCH","machakos",2017,0.760047951179904
"MCV1","MCH","machakos",2018,0.882806948685193
"MCV1","MCH","machakos",2027,0.99
"MCV1","MCH","machakos",2023,0.953467208293073
"MCV1","MCH","machakos",2029,0.99
"MCV1","MKU","makueni",2017,0.781247862056951
"MCV1","MKU","makueni",2016,0.857460440467608
"MCV1","MKU","makueni",2030,0.99
"MCV1","MKU","makueni",2018,0.907307268126685
"MCV1","MKU","makueni",2024,0.989921182121029
"MCV1","MKU","makueni",2023,0.979921182121029
"MCV1","MKU","makueni",2028,0.99
"MCV1","MKU","makueni",2022,0.981545741784552
"MCV1","MKU","makueni",2026,0.99
"MCV1","MKU","makueni",2015,0.86228921965013
"MCV1","MKU","makueni",2013,0.835190973634144
"MCV1","MKU","makueni",2025,0.99
"MCV1","MKU","makueni",2027,0.99
"MCV1","MKU","makueni",2029,0.99
"MCV1","MKU","makueni",2014,0.888930843917004
"MCV1","MKU","makueni",2020,0.955565081514944
"MCV1","MKU","makueni",2021,0.964410378407204
"MCV1","MKU","makueni",2019,0.935781540314143
"MCV1","MDR","mandera",2020,0.825777924590205
"MCV1","MDR","mandera",2021,0.833421834631226
"MCV1","MDR","mandera",2024,0.856820684660322
"MCV1","MDR","mandera",2030,0.916820684660322
"MCV1","MDR","mandera",2019,0.808699079601301
"MCV1","MDR","mandera",2018,0.784083568945447
"MCV1","MDR","mandera",2014,0.768201300460443
"MCV1","MDR","mandera",2013,0.721747476422823
"MCV1","MDR","mandera",2029,0.906820684660322
"MCV1","MDR","mandera",2028,0.896820684660322
"MCV1","MDR","mandera",2017,0.675137457694256
"MCV1","MDR","mandera",2027,0.886820684660322
"MCV1","MDR","mandera",2025,0.866820684660322
"MCV1","MDR","mandera",2026,0.876820684660322
"MCV1","MDR","mandera",2016,0.741002849227948
"MCV1","MDR","mandera",2022,0.848245794914379
"MCV1","MDR","mandera",2023,0.846820684660322
"MCV1","MDR","mandera",2015,0.745156119867735
"MCV1","MRS","marsabit",2023,0.71834583488874
"MCV1","MRS","marsabit",2026,0.74834583488874
"MCV1","MRS","marsabit",2016,0.628599405754972
"MCV1","MRS","marsabit",2025,0.73834583488874
"MCV1","MRS","marsabit",2022,0.719579009708701
"MCV1","MRS","marsabit",2024,0.72834583488874
"MCV1","MRS","marsabit",2030,0.78834583488874
"MCV1","MRS","marsabit",2015,0.632081880983944
"MCV1","MRS","marsabit",2027,0.75834583488874
"MCV1","MRS","marsabit",2021,0.706992930374732
"MCV1","MRS","marsabit",2020,0.70050859507288
"MCV1","MRS","marsabit",2013,0.612246443868286
"MCV1","MRS","marsabit",2014,0.65167334883462
"MCV1","MRS","marsabit",2029,0.77834583488874
"MCV1","MRS","marsabit",2019,0.686012782602001
"MCV1","MRS","marsabit",2028,0.76834583488874
"MCV1","MRS","marsabit",2017,0.572788439191448
"MCV1","MRS","marsabit",2018,0.665148697880372
"MCV1","MRU","meru",2026,0.833003952959445
"MCV1","MRU","meru",2030,0.873003952959444
"MCV1","MRU","meru",2025,0.823003952959445
"MCV1","MRU","meru",2018,0.74350725332066
"MCV1","MRU","meru",2017,0.640112590385355
"MCV1","MRU","meru",2024,0.813003952959444
"MCV1","MRU","meru",2023,0.803003952959444
"MCV1","MRU","meru",2027,0.843003952959445
"MCV1","MRU","meru",2029,0.863003952959444
"MCV1","MRU","meru",2016,0.702654513029522
"MCV1","MRU","meru",2028,0.853003952959445
"MCV1","MRU","meru",2014,0.728446275764418
"MCV1","MRU","meru",2015,0.706613870394476
"MCV1","MRU","meru",2020,0.783040828167972
"MCV1","MRU","meru",2013,0.684401900609506
"MCV1","MRU","meru",2022,0.804354197241723
"MCV1","MRU","meru",2019,0.766848645493497
"MCV1","MRU","meru",2021,0.790289149807157
"MCV1","MIG","migori",2025,0.930410701390165
"MCV1","MIG","migori",2024,0.920410701390165
"MCV1","MIG","migori",2030,0.980410701390165
"MCV1","MIG","migori",2026,0.940410701390165
"MCV1","MIG","migori",2021,0.895992548078802
"MCV1","MIG","migori",2027,0.950410701390165
"MCV1","MIG","migori",2028,0.960410701390165
"MCV1","MIG","migori",2013,0.775946235170872
"MCV1","MIG","migori",2014,0.825871041371597
"MCV1","MIG","migori",2015,0.801134106557022
"MCV1","MIG","migori",2016,0.796631955707575
"MCV1","MIG","migori",2017,0.725726757137878
"MCV1","MIG","migori",2018,0.84294471968784
"MCV1","MIG","migori",2019,0.869402357657039
"MCV1","MIG","migori",2020,0.887774748133753
"MCV1","MIG","migori",2029,0.970410701390165
"MCV1","MIG","migori",2022,0.911923390568543
"MCV1","MIG","migori",2023,0.910410701390165
"MCV1","MSA","mombasa",2013,0.709675776788081
"MCV1","MSA","mombasa",2014,0.75534422229626
"MCV1","MSA","mombasa",2015,0.73270838656792
"MCV1","MSA","mombasa",2018,0.770960884722364
"MCV1","MSA","mombasa",2019,0.79516296373974
"MCV1","MSA","mombasa",2020,0.811956727679672
"MCV1","MSA","mombasa",2021,0.819472711152415
"MCV1","MSA","mombasa",2022,0.834053023967913
"MCV1","MSA","mombasa",2023,0.832657183191207
"MCV1","MSA","mombasa",2029,0.892657183191207
"MCV1","MSA","mombasa",2025,0.852657183191207
"MCV1","MSA","mombasa",2026,0.862657183191207
"MCV1","MSA","mombasa",2027,0.872657183191207
"MCV1","MSA","mombasa",2017,0.663750369937474
"MCV1","MSA","mombasa",2024,0.842657183191207
"MCV1","MSA","mombasa",2028,0.882657183191207
"MCV1","MSA","mombasa",2016,0.728600691386551
"MCV1","MSA","mombasa",2030,0.902657183191207
"MCV1","MGA","murang'a",2013,0.74235791538199
"MCV1","MGA","murang'a",2018,0.806468047561252
"MCV1","MGA","murang'a",2015,0.766441460731626
"MCV1","MGA","murang'a",2023,0.871002392410326
"MCV1","MGA","murang'a",2017,0.694328882650891
"MCV1","MGA","murang'a",2019,0.831786769649021
"MCV1","MGA","murang'a",2022,0.872462504664489
"MCV1","MGA","murang'a",2016,0.762158207270539
"MCV1","MGA","murang'a",2026,0.901002392410326
"MCV1","MGA","murang'a",2029,0.931002392410326
"MCV1","MGA","murang'a",2014,0.790132695234589
"MCV1","MGA","murang'a",2030,0.941002392410326
"MCV1","MGA","murang'a",2025,0.891002392410326
"MCV1","MGA","murang'a",2027,0.911002392410326
"MCV1","MGA","murang'a",2020,0.849354830200443
"MCV1","MGA","murang'a",2024,0.881002392410326
"MCV1","MGA","murang'a",2021,0.857216984984202
"MCV1","MGA","murang'a",2028,0.921002392410326
"MCV1","NBO","nairobi",2014,0.790412080805184
"MCV1","NBO","nairobi",2019,0.830567446688012
"MCV1","NBO","nairobi",2020,0.849642523722306
"MCV1","NBO","nairobi",2026,0.903151261307483
"MCV1","NBO","nairobi",2018,0.806753776227352
"MCV1","NBO","nairobi",2015,0.771202073429597
"MCV1","NBO","nairobi",2013,0.744317362014648
"MCV1","NBO","nairobi",2030,0.943151261307483
"MCV1","NBO","nairobi",2025,0.893151261307483
"MCV1","NBO","nairobi",2029,0.933151261307483
"MCV1","NBO","nairobi",2021,0.857506772174548
"MCV1","NBO","nairobi",2024,0.883151261307483
"MCV1","NBO","nairobi",2028,0.923151261307483
"MCV1","NBO","nairobi",2016,0.762426836668525
"MCV1","NBO","nairobi",2027,0.913151261307483
"MCV1","NBO","nairobi",2022,0.872461813940213
"MCV1","NBO","nairobi",2023,0.873151261307483
"MCV1","NBO","nairobi",2017,0.691280397705623
"MCV1","NKU","nakuru",2016,0.769170782256915
"MCV1","NKU","nakuru",2023,0.879037390205705
"MCV1","NKU","nakuru",2015,0.773709699726042
"MCV1","NKU","nakuru",2026,0.909037390205705
"MCV1","NKU","nakuru",2017,0.700342202409491
"MCV1","NKU","nakuru",2018,0.813887440240115
"MCV1","NKU","nakuru",2027,0.919037390205705
"MCV1","NKU","nakuru",2030,0.949037390205705
"MCV1","NKU","nakuru",2025,0.899037390205705
